messageid,Fulltext,Sender,SenderType,timeReceived,MainText,Url,Subdomain,Domain,TLD,RedirectedURL,Detected,Malicious,Phishing,Suspicious,Malware,Brand,URL Subcategory,Message Categories,FullyQualifiedDomain,Domain Registrar,Domain Creation Date,Domain Last Update
1108,"Samtos Hssj thought
you'd like CoinCircle:
We can earn $200 daily -
here's my referral
l.coincircle.com/ajSb
Reply YES to learn more
9:00 AM
+ ?
Text message",,,"09/15/2023, 18:15:32",Samtos Hssj thought you'd like CoinCircle: We can earn $200 daily - here's my referral l.coincircle.com/ajSb Reply YES to learn more,l.coincircle.com/ajSb,l,coincircle,com,,0,0,0,0,0,CoinCircle,Deceptive subdomain,Advertisement,l.coincircle.com,"GoDaddy.com, LLC",1/13/2017,10/23/2020
1109,"@
+
Dear CV S Shopper!
Youve been randomly
selected to answer a very
short survey. You'll be
paid for your time . http:
//limitsucceed.directory
/KI5AudhL
8:33 AM
Text message
?",,,"09/15/2023, 18:17:20",Dear CV S Shopper! Youve been randomly selected to answer a very short survey. You'll be paid for your time . http://limitsucceed.directory/KI5AudhL,http://limitsucceed.directory/KI5AudhL,,limitsucceed,directory,,0,0,0,0,0,,Random Domain,Advertisement,limitsucceed.directory,"NameCheap, Inc.",8/12/2022,9/5/2022
1110,"+
Did you have a good
time buying at CVS?
We're curious to know!
For a chance to win
$50, respond to these
4 questions. http://
answerurge.network
/J4rzuzfR
9:05 PM
?
Text message e",,,"09/15/2023, 18:21:26","Did you have a good time buying at CVS? We're curious to know! For a chance to win $50, respond to these 4 questions. http://answerurge.network/J4rzuzfR",http://answerurge.network/J4rzuzfR,,answerurge,network,,0,0,0,0,0,CVS,Random Domain,Advertisement,answerurge.network,"NameCheap, Inc.",8/14/2022,8/14/2022
1111,"11:19 31
k
(854) 544-9403
4:26 PM
+ Save +18545449403?
×
Saving this contact also moves the conversation to
Personal
+
Wednesday, Aug 31, 2022 4:26 PM
Report spam Add contact
xting with (854) 544-9403 (SMS/MMS)
This is a Flex Alert! The power is ours
to help stop an outage now. Conserve
energy by delaying laundry until the
morning. Learn more at https://flexalert.link
/fourtonine?id=66ZA - stop2end
74%
?
Tap to load preview
Text message
:
O",(854) 544-9403,Phone Number,"09/15/2023, 18:21:39",This is a Flex Alert! The power is ours to help stop an outage now. Conserve energy by delaying laundry until the morning. Learn more at https://flexalert.link/fourtonine?id=66ZA - stop2end,https://flexalert.link/fourtonine?id=66ZA,,flexalert,link,,0,0,0,1,0,Flex Alert,Random Domain,Account Alert,flexalert.link,"Name.com, Inc.",9/2/2021,9/4/2023
1112,"@
Monday, May 16, 2022 • 6:42 AM
?
Texting with (929) 928-9559 (SMS/MMS)
PNC - Alart: We recently
noticed a suspicious
operation on your
account, for the safety of
your account,visit here
pnc.srcrwanda.com
6:42 AM",(929) 928-9559 (,Phone Number,"09/15/2023, 18:22:54","PNC - Alart: We recently noticed a suspicious operation on your account, for the safety of your account,visit here pnc.srcrwanda.com ",pnc.srcrwanda.com,pnc,srcrwanda,com,,3,0,3,0,0,PNC,Deceptive subdomain,Account Alert,pnc.srcrwanda.com,PDR Ltd. d/b/a PublicDomainRegistry.com,2/9/2023,2/9/2023
1113,"+
WELLS FARG
O: Account temporarily
locked. Visit use.app.link/
wf
?
RCS chat with (380) 238-9978
RCS message
0",,,"09/15/2023, 18:24:12",WELLS FARG O: Account temporarily locked. Visit use.app.link/wf,use.app.link/wf,use,app,link,,0,0,0,0,0,Wells Fargo,Random Domain,Account Alert,use.app.link,GANDI SAS,3/18/2015,10/25/2022
1114,"(+
Earn more money
weekly with our brand
vinyl sticker on your
vehicle. Apply on https:
//polandspringswaterO
.wixsite.com/advert
Texting with (862) 452-7089 (SMS/MMS)
?
Text message
0",,,"09/15/2023, 18:26:06",Earn more money weekly with our brand vinyl sticker on your vehicle. Apply on https://polandspringswaterO.wixsite.com/advert,https://polandspringswaterO.wixsite.com/advert,,polandspringswatero,"wixsite, com",,0,0,0,0,0,Poland Springs,Deceptive subdomain,Advertisement,polandspringswatero.wixsite.com,"GoDaddy.com, LLC",5/8/2012,5/9/2023
1115,"(+
UNILEVER PLC are looking
for individuals all over the
nation who can plaster
their Car or Truck with
our sticker for an advert
and Earn 500 bucks every
week. PLS visit
//unileverplcpromo01
https:
.wixsite.com/wrap
more details to get
started.
2:17 PM
?
for
Ç RCS message
0",,,"09/15/2023, 18:27:09",UNILEVER PLC are looking for individuals all over the nation who can plaster their Car or Truck with our sticker for an advert and Earn 500 bucks every week. PLS visit https://unileverplcpromo01.wixsite.com/wrap for more details to get started. ,https://unileverplcpromo01.wixsite.com/wrap,,unileverplcpromo01,"wixsite, com",,0,0,0,0,0,UNILEVER PLC,Deceptive subdomain,Advertisement,unileverplcpromo01.wixsite.com,"GoDaddy.com, LLC",5/8/2012,5/9/2023
1116,"11:30
10
support@boamerica.com >
O A
Text Message
Sat, Sep 2, 08:18
(Alert@BankOfAmerica) We
Recived Your Request To Update
Your Card Pin. If You Not
Requested It Please Verify Your
Card at bofapin.me/card
Text Message
A Cash
?",support@boamerica.com,Email To Text,"09/15/2023, 18:35:12",(Alert@BankOfAmerica) We Recived Your Request To Update Your Card Pin. If You Not Requested It Please Verify Your Card at bofapin.me/card ,bofapin.me/card,,bofapin,me,https://bofapin.me/card,0,0,0,0,0,Bank of America,Random Domain,Account Alert,bofapin.me,"NameSilo, LLC",9/2/2023,9/2/2023
1117,"11:41
k
31
9:42 AM
(402) 337-5460
+
+ Save +14023375460?
×
Saving this contact also moves the conversation to
Personal
Friday, Mar 10 • 9:42 AM
CO
Report spam Add contact
Texting with (402) 337-5460 (SMS/MMS)
CML - The water near Camp Lejeune,
NC is TOXIC. If you ingested the water in
that area you are eligible to get 250k. Dial
+12163507848 here. STOP to end
Text message
67%
e :
O",(402) 337-5460,Phone Number,"09/15/2023, 18:42:45","CML - The water near Camp Lejeune, NC is TOXIC. If you ingested the water in that area you are eligible to get 250k. Dial +12163507848 here. STOP to end",,,,,,,,,,,,,Lawsuits/Settlements,,,,
1118,"11:43
k
31
(615) 471-8003
+
*} {
+ Save +16154718003?
×
Saving this contact also moves the conversation to
Personal
Thursday, Feb 9 •2:33 PM
Report spam Add contact
Texting with (615) 471-8003 (SMS/MMS)
RPC - If you ever drank the water, with-in
500 miles of CampLejune, NC, You're
recieving 85,405k - Call +15102161022
today. STOP to end
2:33 PM
Text message
66%
O
:
65",(615) 471-8003,Phone Number,"09/15/2023, 18:45:20","RPC - If you ever drank the water, with-in 500 miles of CampLejune, NC, You're recieving 85,405k - Call +15102161022 today. STOP to end ",,,,,,,,,,,RPC,,Other,,,,
1120,"11:50
?
31
10:45 PM
(561) 324-3765
+
+ Save +15613243765?
×
Saving this contact also moves the conversation to
Personal
CO
Tuesday, Sep 13, 2022 10:45 PM
Avail Yeti's HIGH CLASS HARD COOLER
at discounted price this week and
receive another water flask at no cost.
http://pqlhvds.in/40611
Report spam Add contact
Texting with (561) 324-3765 (SMS/MMS)
?
Tap to load preview
Text message
65%
O
:",(561) 324-3765,Phone Number,"09/15/2023, 18:51:40",Avail Yeti's HIGH CLASS HARD COOLER at discounted price this week and receive another water flask at no cost. http://pqlhvds.in/40611,http://pqlhvds.in/40611,,pqlhvds,in,,0,0,0,0,0,Yeti,Deceptive TLD,Advertisement,pqlhvds.in,"NameCheap, Inc.",9/13/2022,9/13/2023
1122,"11:53
?
31
3:26 PM
(605) 728-5486
+
+ Save +16057285486?
×
Saving this contact also moves the conversation to
Personal
10
Friday, Aug 5, 2022 • 3:26 PM
Famous Singer Britney Spears
has died today over rare disease
http://reversalshare.boutique/yvCIPvH2
Report spam Add contact
Texting with (605) 728-5486 (SMS/MMS)
?
Tap to load preview
Text message
64%
O
:",(605) 728-5486,Phone Number,"09/15/2023, 18:54:43",Famous Singer Britney Spears has died today over rare disease http://reversalshare.boutique/yvCIPvH2 ,http://reversalshare.boutique/yvCIPvH2,,reversalshare,boutique,,0,0,0,0,0,,Random Domain,Other,reversalshare.boutique,"NameCheap, Inc.",8/5/2022,9/13/2023
1125,"1:33
(+
1410200501
Monday, Aug 7 • 1:58 AM
Why this looks like spam
Similar messages you received were identified as
spam. Google keeps your personal information
private, safe, and secure.
Texting with 1410200501
FRM:#276022486774
SUBJ:#776022486774
LTE+
??
Text message
all 80%
MSG:Delivery Failed;Click?
hfmu.axisxnor.com to redeliver now
or item will be return to warehouse
headquarter
1:58 AM
:
Not spam",1410200501,Phone Number,"09/15/2023, 20:34:40",FRM:#276022486774 SUBJ:#776022486774 MSG:Delivery Failed;Click? hfmu.axisxnor.com to redeliver now or item will be return to warehouse headquarter 1:58 AM,hfmu.axisxnor.com,hfmu,axisxnor,com,https://xn--80aa5abm2ad6a.001.xn--p1acf/,1,0,1,0,0,,Random Domain,Delivery,hfmu.axisxnor.com,FastDomain Inc.,4/17/2019,5/17/2023
1126,"11:30
10
:
no-replydgnr7w@reece-tech.com >
CharlesSchwab/krg7k.sq3:Your
account has been locked due to
ununsual transactions.visit
https://institutohaquira.edu.pe/
schwab/ to
O A
Text Message
Thu, Sep 7, 15:08
Text Message
A Cash
?",no-replydgnr7w@reece-tech.com,Email To Text,"09/15/2023, 20:34:53",CharlesSchwab/krg7k.sq3:Your account has been locked due to ununsual transactions.visit https://institutohaquira.edu.pe/schwab/ to,https://institutohaquira.edu.pe/schwab/,,institutohaquira,"edu, pe",,0,0,0,0,0,Charles Schwab,Deceptive TLD,Account Alert,institutohaquira.edu.pe,NIC.PE,,
1128,"SUN 4:27 AM
Hey I'm sorry if this offends you,
but i find you really attractive and
I'd love for you to be my sugar baby
Just letting you know my intentions
in case you will be interested Let's
talk terms Like a weekly allowance
Just basically paying for your time..
Accept message request from Mommy Grace 700
(1annye_5645)?
If you accept, they will also be able to call you and see info
such as your activity status and when you've read messages.
Block
Delete
Accept",,,"09/15/2023, 20:36:14","Hey I'm sorry if this offends you, but i find you really attractive and I'd love for you to be my sugar baby Just letting you know my intentions in case you will be interested Let's talk terms Like a weekly allowance Just basically paying for your time..",,,,,,,,,,,,,Wrong Number/Romance Scam,,,,
1129,"1:36
The USPS package has
arrived at the warehouse
and cannot be delivered due
to incomplete address
information. Please confirm
your address in the link.
https://
tyszkatamtasm@hotmail.com>
iMessage
Wednesday 4:15 AM
usps.trckmypost.com
(Please reply to 1, then exit
theSMS, open the SMS
activationlink again, or copy
the link toSafari browser
and open it)
The US Postal team
wishesyou a wonderful day
O
The sender is not in your contact list.
Report Junk
A iMessage
4.
Cash
?
?
0",tyszkatamtasm@hotmail.com,Email To Text,"09/15/2023, 20:36:46","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckmypost.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day",https://usps.trckmypost.com,usps,trckmypost,com,,16,4,10,0,2,USPS,Deceptive subdomain,Delivery,usps.trckmypost.com,ALIBABA.COM,6/17/2023,6/17/2023
1130,"13:33
+
8
+1 (413) 246-2063 >
Text Message
Mar 29, 2022 at 00:47
SHOCKING NEWS: Dr
oz:broadoblong.com/PXPRjLI
The sender is not in your contact list.
Report Junk
Text Message
((.",+1 (413) 246-2063,Phone Number,"09/15/2023, 20:37:17",SHOCKING NEWS: Dr oz:broadoblong.com/PXPRjLI,broadoblong.com/PXPRjLI,,broadoblong,com,,0,0,0,0,0,,Random Domain,Advertisement,broadoblong.com,Hosting Concepts B.V. ,3/29/2022,3/29/2022
1132,"SEP 8 AT 8:37 AM
Hello, I'd love to use one of your
picture to be the face of my artwork
project and you will be getting
credit for this and you will totally get
paid for it
Accept message request from marina_ nava
(marina___nava)?
If you accept, they will also be able to call you and see info
such as your activity status and when you've read messages.
Block
Delete
Accept",,,"09/15/2023, 20:37:45","Hello, I'd love to use one of your picture to be the face of my artwork project and you will be getting credit for this and you will totally get paid for it",,,,,,,,,,,,,Advertisement,,,,
1133,"1:37
+63 995 271 4822 >
The USPS package arrived
at the warehouse but could
not be delivered due to
incomplete address
information. Please confirm
your address in the link.
iMessage
Sat, Aug 26 at 7:16 AM
https://
uspsikqc.top
(Please reply Y, then exit the
text message and open it
again to activate the link, or
copy the link and open it in
your Safari browser).
The USPS team wishes you
a wonderful day!
A
The sender is not in your contact list.
Report Junk
A
iMessage
Cash
?
?
0",+63 995 271 4822,Phone Number,"09/15/2023, 20:38:17","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://uspsikqc.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",https://uspsikqc.top,,uspsikqc,top,https://www.usps.com/,2,1,1,0,0,USPS,,Delivery,uspsikqc.top,"NameSilo, LLC",8/24/2023,8/24/2023
1134,"13:35
+
:
+1 (551) 344-5214 >
Text Message
Aug 9, 2022 at 23:54
Private Message Alert - use this
code to reveal vxma http://
scoldrunner.services/up18iuL8
The sender is not in your contact list.
Report Junk
Text Message
((.",+1 (551) 344-5214,Phone Number,"09/15/2023, 20:38:52",Private Message Alert - use this code to reveal vxma http://scoldrunner.services/up18iuL8,http://scoldrunner.services/up18iuL8,,scoldrunner,services,,0,0,0,0,0,,Random Domain,Advertisement,scoldrunner.services,"NameCheap, Inc.",8/10/2022,8/10/2022
1135,"SEP 2 AT 11:43 PM
Hey Am an artist If you don't
mind one of your picture could be
my inspiring muse for an art project
I'm working on for a client
You
will totally get paid for it as well as a
bonus; you'll also get credits
Accept message request from Riya
(_riya_hart100)?
If you accept, they will also be able to call you and see info
such as your activity status and when you've read messages.
Block
Delete
Accept",,,"09/15/2023, 20:39:13",Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits,,,,,,,,,,,,,Other,,,,
1136,"1:38
O
+1 (517) 877-7780 >
15178777780 Deposited a
new message:
""Apple Macbook Pro on your
Amazon account. If you do
not authorize this payment,
please press one to speak to
our customer support
representative.""
Click here: 14699825000
to listen to full voice
message.
Text Message
Mon, Aug 21 at 12:40 PM
The sender is not in your contact list.
Report Junk
4.
A Text Message
Cash
?
0",+1 (517) 877-7780,Phone Number,"09/15/2023, 20:39:13","15178777780 Deposited a new message: ""Apple Macbook Pro on your Amazon account. If you do not authorize this payment, please press one to speak to our customer support representative."" Click here: 14699825000 to listen to full voice message.",,,,,,,,,,,Apple,,Account Alert,,,,
1137,"1:37
100
O°
90
2 People >
Text Message
Wed, Aug 2 at 8:24 AM
+1 (870) 206-1614
Hello, would you kindly permit
the ASHOC ENERGY DRINK 10
inch logo or sticker on
your bike, car, or truck, and make
$700 every week. follow
https://forms.office.com/Pages/
ResponsePage.aspx?
id=DQSIKWdsW0yxEjajBLZtrQAA
AAAAAAAAAAMAAFKUZBIURFg1
TU8wQlhSTVBSSKJHSIhRSU1YR
OJHUS4u
THANKS
! BEST REGARD
A
A
The sender and other recipients are not in your contact list.
Report Junk
Text Message
Cash
49
U",+1 (870) 206-1614,Phone Number,"09/15/2023, 20:39:14","Hello, would you kindly permit the ASHOC ENERGY DRINK 10 inch logo or sticker on your bike, car, or truck, and make $700 every week. follow https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIKWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAAFKUZBIURFg1TU8wQlhSTVBSSKJHSIhRSU1YROJHUS4u THANKS! BEST REGARD",https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIKWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAAFKUZBIURFg1TU8wQlhSTVBSSKJHSIhRSU1YROJHUS4u,forms,office,com,,0,0,0,0,0,ASHOC ENERGY DRINK,,Advertisement,forms.office.com,"MarkMonitor, Inc.",4/20/1999,3/19/2023
1138,"<
1:34
8
+1 (251) 572-7064 >
Text Message
Jun 3, 2022 at 2:18 PM
EDD- Your primary Funds
Transfer account has been
updated, if this was not you visit
https://safe-
eddprocess3527.duckdns.org/to
cancel and block this attempt
O A Text Message
A ?
Cash
O
97",+1 (251) 572-7064,Phone Number,"09/15/2023, 20:39:39","EDD- Your primary Funds Transfer account has been updated, if this was not you visit https://safe-eddprocess3527.duckdns.org/to cancel and block this attempt",https://safe-eddprocess3527.duckdns.org/,,safe-eddprocess3527,"duckdns, org",,7,2,5,0,0,EDD,Random Domain,Account Alert,safe-eddprocess3527.duckdns.org,Gandi SAS,4/12/2013,6/2/2023
1139,"AUG 25 AT 6:55 PM
Hey, I really like your profile and
your posts, and if you let me, I
would make such an amazing mural
out of it! If you don't mind, one of
your posts could be my inspiring
muse for an art project I'm working
on for a client. You will totally get
paid for it as well as a bonus and
also get credits. Kindly DM for more
information.
Accept message request from Becca
(becca_art_oilpainting)?
If you accept, they will also be able to call you and see info
such as your activity status and when you've read messages.
Block
Delete
Accept",,,"09/15/2023, 20:40:25","Hey, I really like your profile and your posts, and if you let me, I would make such an amazing mural out of it! If you don't mind, one of your posts could be my inspiring muse for an art project I'm working on for a client. You will totally get paid for it as well as a bonus and also get credits. Kindly DM for more information.",,,,,,,,,,,,,Other,,,,
1141,"13:40
+
8
+1 (424) 466-2198 >
Text Message
Apr 20, 2022 at 12:31
<#> Bank Of America EDD Msg
#019: Your EDD Card Has Been
Temporarily Suspended Due to a
Unrecognized Transaction
Attempt. Please Review Recent
Transactions at : http://22-sc.com/
ou Bfl
The sender is not in your contact list.
Report Junk
Text Message",+1 (424) 466-2198,Phone Number,"09/15/2023, 20:41:16",<#> Bank Of America EDD Msg #019: Your EDD Card Has Been Temporarily Suspended Due to a Unrecognized Transaction Attempt. Please Review Recent Transactions at : http://22-sc.com/ouBfl,http://22-sc.com/ouBfl,,22-sc,com,,0,0,0,0,0,Bank of America,Random Domain,Account Alert,22-sc.com,Hosting Concepts B.V. ,3/22/2022,3/22/2022
1142,"59
1:38
O?
Package No. 368574983EE couldn't
deliver due to misinformation on your
street number, please follow t.ly/
E3Y_QgN to make correction. Thanks
A
A
8
+1 (607) 400-7531 >
Text Message
Fri, Apr 21 at 9:41 PM
The sender is not in your contact list.
Report Junk
Cash
Text Message
..
15",+1 (607) 400-7531,Phone Number,"09/15/2023, 20:41:38","Package No. 368574983EE couldn't deliver due to misinformation on your street number, please follow t.ly/E3Y_QgN to make correction. Thanks",t.ly/E3Y_QgN,,t,ly,,1,1,0,0,0,,URL Shortener,Delivery,t.ly,Libyan Spider Network (int),3/1/2010,12/10/2022
